PROCEDIMENTO;RN_alteracao;VIGENCIA;Seg. Odontológica;Seg. Ambulatorial;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPITULO
DRENAGEM PERCUTANEA DE COLECAO PLEURAL;;;;AMB;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DRENAGEM PERCUTANEA DE COLECAO PULMONAR OU MEDIASTINAL ORIENTADA OU NAO POR US OU TC;;;;AMB;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DRENAGEM PERCUTANEA DE PNEUMOTORAX;;;;AMB;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DRENAGEM PERCUTANEA DE VIA BILIAR;;;;AMB;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DRENAGEM PERCUTANEA ORIENTADA POR IMAGEM;;;;AMB;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO ARTERIAL PARA TRATAMENTO DE PRIAPISMO;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO BRONQUICA PARA TRATAMENTO DE HEMOPTISE;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO DE ANEURISMA CEREBRAL;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO DE ANEURISMA OU PSEUDOANEURISMA VISCERAL;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO DE ARTERIA RENAL PARA NEFRECTOMIA;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO DE ARTERIA UTERINA COM DIRETRIZ DE UTILIZACAO;;;;;HCO;HSO;REF;PAC;23;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO DE FISTULA ARTERIOVENOSA;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO DE HEMORRAGIA DIGESTIVA;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO DE MALFORMACAO ARTERIOVENOSA CEREBRAL OU MEDULAR;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO DE MALFORMACAO VASCULAR;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO DE PSEUDOANEURISMA;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO DE RAMO PORTAL;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO DE RAMOS HIPOGASTRICOS PARA TRATAMENTO DE SANGRAMENTO GINECOLOGICO;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO DE TUMOR - QUALQUER LOCALIZACAO EXCETO PARA ARTERIA UTERINA;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO DE VARIZES ESOFAGIANAS OU GASTRICAS;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO DE VEIA ESPERMATICA PARA TRATAMENTO DE VARICOCELE;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO ESPLENICA PARA TRATAMENTO DE HIPERESPLENISMO OU OUTRA SITUACAO;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO PARA TRATAMENTO DE EPISTAXE;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO PARA TRATAMENTO DE IMPOTENCIA;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO PULMONAR PARA TRATAMENTO DE FISTULA ARTERIOVENOSA OU OUTRA SITUACAO;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EMBOLIZACAO SELETIVA DE FISTULA OU ANEURISMA RENAL PARA TRATAMENTO DE HEMATURIA;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ESCLEROSE PERCUTANEA DE CISTO PANCREATICO;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ESCLEROSE PERCUTANEA DE MALFORMACOES VENOSAS;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ESCLEROSE PERCUTANEA DE NODULOS BENIGNOS DIRIGIDA OU NAO POR RX, US, TC, RM;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
EXERESE PERCUTANEA DE TUMOR ORIENTADA POR RX, US, TC OU RM;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
GASTROSTOMIA PERCUTANEA ORIENTADA POR RX OU TC;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
IMPLANTE DE ENDOPROTESE EM ANEURISMA OU DISSECCAO DE AORTA ABDOMINAL OU TORACICA COM STENT REVESTIDO STENT-GRAFT;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
LITOTRIPSIA MECANICA DE CALCULOS RENAIS ORIENTADA POR RX OU US;;;;AMB;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
MANIPULACAO DE DRENOS POS-DRENAGEM ORIENTADA OU NAO POR IMAGEM;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
NEFROSTOMIA PERCUTANEA ORIENTADA POR RX, US, TC OU RM;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
OSTEOPLASTIA OU DISCECTOMIA PERCUTANEA VERTEBROPLASTIA;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
PARACENTESE ORIENTADA POR RX OU US;;;;AMB;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
PIELOGRAFIA PERCUTANEA ORIENTADA POR METODOS DE IMAGEM;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
PUNCAO ASPIRATIVA OU BIOPSIA ORIENTADA POR IMAGEM;;;;AMB;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
QUIMIOEMBOLIZACAO PARA TRATAMENTO DE TUMOR HEPATICO;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
QUIMIOTERAPIA POR CATETER;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
QUIMIOTERAPIA SISTEMICA;;;;AMB;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
QUIMIOTERAPIA SISTEMICA COM ISOLAMENTO PROTETOR;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RADIOEMBOLIZACAO HEPATICA COM DIRETRIZ DE UTILIZACAO;5422022;01092022;;;HCO;HSO;REF;PAC;155;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
REPERMEABILIZACAORECANALIZACAO TUBARIA - EXCETO PARA REVERSAO DE LAQUEADURA TUBARIA;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RECANALIZACAO TUBARIA LAPAROSCOPICA - EXCETO PARA REVERSAO DE LAQUEADURA TUBARIA;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RETIRADA PERCUTANEA DE CALCULOS BILIARES ORIENTADA POR RX, US OU TC;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RETIRADA PERCUTANEA DE CALCULOS RENAIS ORIENTADA POR RX, US OU TC;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RETIRADA PERCUTANEA DE CORPO ESTRANHO INTRAVASCULAR;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
SINUSOGRAFIA ABSCESSOGRAFIA;;;;AMB;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TIPS - ANASTOMOSE PORTO-CAVA PERCUTANEA PARA TRATAMENTO DE HIPERTENSAO PORTAL;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TRAQUEOTOMIA PERCUTANEA ORIENTADA POR RX OU TC;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TRATAMENTO DO VASOESPASMO;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TROMBECTOMIA;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TROMBOLISE MEDICAMENTOSA ARTERIAL OU VENOSA;;;;;HCO;HSO;REF;PAC;;METODOS INTERVENCIONISTAS DIAGNOSTICOS E TERAPEUTICOS POR IMAGEM;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOPPLER COLORIDO ARTERIAL DE MEMBROS INFERIORES;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOPPLER COLORIDO ARTERIAL DE MEMBROS SUPERIORES;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOPPLER COLORIDO DE AORTA E ARTERIAS RENAIS;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOPPLER COLORIDO DE AORTA E ILIACAS;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOPPLER COLORIDO DE ARTERIAS VISCERAIS MESENTERICAS SUPERIOR E INFERIOR E TRONCO CELIACO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOPPLER COLORIDO DE HEMANGIOMA;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOPPLER COLORIDO DE ORGAOS OU ESTRUTURAS INCLUI CORACAO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOPPLER COLORIDO DE VASOS CERVICAIS ARTERIAIS CAROTIDAS E VERTEBRAIS;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOPPLER COLORIDO DE VASOS CERVICAIS VENOSOS SUBCLAVIAS E JUGULARES;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOPPLER COLORIDO DE VEIA CAVA SUPERIOR OU INFERIOR;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOPPLER COLORIDO PENIANO COM OU SEM FARMACO-INDUCAO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOPPLER COLORIDO TRANSCRANIANO OU TRANSFONTANELA;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOPPLER COLORIDO VENOSO DE MEMBROS INFERIORES;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOPPLER COLORIDO VENOSO DE MEMBROS SUPERIORES;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DUPLEX SCAN VASCULAR PERIFERICO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOPPLER COLORIDO DE ARTERIAS PENIANAS;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ECODOPPLERCARDIOGRAMA COM CONTRASTE INTRACAVITARIO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ECODOPPLERCARDIOGRAMA COM CONTRASTE PARA PERFUSAO MIOCARDICA;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ECODOPPLERCARDIOGRAMA COM ESTRESSE FARMACOLOGICOESTRESSE FISICO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ECODOPPLERCARDIOGRAMA FETAL COM MAPEAMENTO DE FLUXO COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;;REF;;20;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ECODOPPLERCARDIOGRAMA TRANSESOFAGICO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ECODOPPLERCARDIOGRAMA TRANSTORACICO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ESTUDO DE VASO COM DOPPLER PULSADO CONTINUO CONVENCIONAL;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ELASTOGRAFIA HEPATICA ULTRASSONICA COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;;119;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA ARTICULAR;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA BIOMICROSCOPICA OCULAR;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA DE ABDOME INFERIOR FEMININO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA DE ABDOME INFERIOR MASCULINO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA DE ABDOME SUPERIOR;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA DE ABDOME TOTAL;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA DE APARELHO URINARIO FEMININO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA DE APARELHO URINARIO MASCULINO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA DE ESTRUTURAS SUPERFICIAIS OU PARTES MOLES;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA DE GLANDULAS SALIVARES;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
